Anomaly Scores,Protocol,Packet Type,Traffic Type,Malware Indicators,Alerts/Warnings,Attack Signature,Action Taken,Severity Level,Network Segment,Firewall Logs,IDS/IPS Alerts,Log Source,Attack Type
0.8811783571831068,ICMP,Fragmented,Suspicious,10,9,Sig_A,Blocked,High,Segment_5,8,9,IDS,Malware
0.8830654330039063,UDP,Malformed,Suspicious,9,9,Sig_C,Blocked,High,Segment_3,6,8,IDS,Malware
0.09011154776471929,TCP,Fragmented,Normal,1,2,Sig_C,Allowed,Low,Segment_2,10,2,Endpoint,None
0.4094555608301971,UDP,Normal,Unusual,4,6,Sig_B,Quarantined,Medium,Segment_5,2,3,Endpoint,None
0.36361638225718884,ICMP,Fragmented,Normal,4,3,Sig_A,Allowed,Medium,Segment_10,8,5,IDS,None
0.5004732597011341,ICMP,Malformed,Unusual,5,5,Sig_C,Quarantined,Medium,Segment_10,3,4,Endpoint,Phishing
0.20632616025090275,ICMP,Fragmented,Normal,2,1,Sig_B,Allowed,Low,Segment_5,6,1,IDS,None
0.6632720951567264,UDP,Malformed,Unusual,7,7,Sig_B,Quarantined,High,Segment_6,2,6,IDS,DDoS
0.05067279108705505,UDP,Fragmented,Normal,0,0,Sig_C,Allowed,Low,Segment_2,4,0,IDS,None
0.508849315572753,TCP,Malformed,Unusual,5,3,Sig_C,Quarantined,Medium,Segment_5,3,4,IDS,Phishing
0.32734805477316453,TCP,Fragmented,Normal,3,1,Sig_A,Allowed,Medium,Segment_1,5,3,Firewall,None
0.0034422865641926394,ICMP,Normal,Normal,0,0,Sig_A,Allowed,Low,Segment_3,8,0,Endpoint,None
0.705183655153086,ICMP,Malformed,Suspicious,6,5,Sig_A,Blocked,High,Segment_3,4,6,Endpoint,DDoS
0.8298198534558827,TCP,Malformed,Suspicious,8,9,Sig_C,Blocked,High,Segment_3,0,9,Endpoint,Malware
0.2756003341896387,ICMP,Fragmented,Normal,3,3,Sig_B,Allowed,Medium,Segment_3,4,2,IDS,None
0.34104834421842,TCP,Fragmented,Normal,3,5,Sig_B,Allowed,Medium,Segment_8,4,4,IDS,None
0.4181197541271664,UDP,Fragmented,Unusual,5,3,Sig_C,Quarantined,Medium,Segment_1,8,5,IDS,Phishing
0.20598001313335523,ICMP,Normal,Normal,2,1,Sig_A,Allowed,Low,Segment_6,7,1,Endpoint,None
0.5159580145045995,ICMP,Fragmented,Unusual,5,4,Sig_B,Quarantined,Medium,Segment_6,4,6,IDS,Phishing
0.6065510381039348,TCP,Malformed,Unusual,6,5,Sig_B,Quarantined,High,Segment_1,4,6,Firewall,DDoS
0.9833110564580556,UDP,Fragmented,Suspicious,10,10,Sig_A,Blocked,High,Segment_1,1,10,Endpoint,Malware
0.8493863321581493,ICMP,Normal,Suspicious,9,10,Sig_B,Blocked,High,Segment_3,8,10,Firewall,Malware
0.8605326493974519,ICMP,Fragmented,Suspicious,9,7,Sig_A,Blocked,High,Segment_8,10,8,Firewall,Malware
0.2051037458123692,TCP,Fragmented,Normal,2,4,Sig_B,Allowed,Low,Segment_6,3,1,Endpoint,None
0.5443240383786003,UDP,Malformed,Unusual,6,4,Sig_B,Quarantined,High,Segment_4,6,7,Firewall,Phishing
0.2885083807823636,TCP,Fragmented,Normal,2,4,Sig_B,Allowed,Low,Segment_5,9,1,Firewall,None
0.0,UDP,Normal,Normal,1,3,Sig_A,Allowed,Low,Segment_10,5,0,IDS,None
0.8838281066227698,UDP,Fragmented,Suspicious,9,10,Sig_B,Blocked,High,Segment_3,4,10,Firewall,Malware
0.30551948195538486,TCP,Fragmented,Normal,3,1,Sig_B,Allowed,Medium,Segment_6,10,2,IDS,None
0.7253710463916644,TCP,Malformed,Suspicious,7,7,Sig_B,Blocked,High,Segment_6,10,6,Firewall,DDoS
0.7542037636368787,UDP,Fragmented,Suspicious,8,6,Sig_C,Blocked,High,Segment_6,4,8,Endpoint,Malware
0.6567147396944106,TCP,Malformed,Unusual,6,6,Sig_B,Quarantined,High,Segment_9,6,5,Endpoint,DDoS
0.0,ICMP,Malformed,Normal,0,0,Sig_B,Allowed,Low,Segment_10,1,0,Endpoint,None
0.17169357056962162,ICMP,Fragmented,Normal,2,1,Sig_A,Allowed,Low,Segment_8,8,3,Endpoint,None
0.8310373777639712,ICMP,Malformed,Suspicious,8,6,Sig_A,Blocked,High,Segment_6,1,8,IDS,Malware
0.05200942823963761,ICMP,Malformed,Normal,0,0,Sig_C,Allowed,Low,Segment_2,8,1,Firewall,None
0.7297999351809452,ICMP,Fragmented,Suspicious,8,8,Sig_A,Blocked,High,Segment_4,10,7,Firewall,Malware
0.8322518395207579,TCP,Fragmented,Suspicious,7,7,Sig_A,Blocked,High,Segment_6,3,6,Endpoint,DDoS
0.0,UDP,Normal,Normal,0,0,Sig_A,Allowed,Low,Segment_9,9,0,IDS,None
0.4343908761236109,TCP,Normal,Unusual,5,3,Sig_C,Quarantined,Medium,Segment_2,10,6,IDS,Phishing
0.4251357445886629,ICMP,Malformed,Unusual,4,5,Sig_C,Quarantined,Medium,Segment_6,9,3,Endpoint,None
0.4825853273209271,ICMP,Malformed,Unusual,5,5,Sig_B,Quarantined,Medium,Segment_10,5,5,Firewall,Phishing
0.8751973843730128,TCP,Fragmented,Suspicious,9,9,Sig_B,Blocked,High,Segment_10,0,9,Endpoint,Malware
0.429782202878486,TCP,Normal,Unusual,4,5,Sig_A,Quarantined,Medium,Segment_10,4,4,Firewall,None
0.42363521547860955,UDP,Normal,Unusual,5,3,Sig_B,Quarantined,Medium,Segment_7,5,4,Endpoint,Phishing
0.31489328000126493,ICMP,Fragmented,Normal,4,4,Sig_B,Allowed,Medium,Segment_8,8,5,Firewall,None
0.9701288317428386,TCP,Fragmented,Suspicious,10,8,Sig_C,Blocked,High,Segment_9,8,9,IDS,Malware
0.4538950869726663,UDP,Fragmented,Unusual,4,4,Sig_C,Quarantined,Medium,Segment_5,8,3,Endpoint,None
0.2722972353293608,ICMP,Fragmented,Normal,3,5,Sig_B,Allowed,Medium,Segment_9,2,4,Firewall,None
0.2799578342264307,ICMP,Normal,Normal,2,2,Sig_B,Allowed,Low,Segment_9,3,2,Firewall,None
0.2600507380585945,ICMP,Fragmented,Normal,2,4,Sig_B,Allowed,Low,Segment_7,7,1,Firewall,None
0.31414730922537426,TCP,Fragmented,Normal,3,1,Sig_A,Allowed,Medium,Segment_2,7,3,Firewall,None
0.8169861929687379,ICMP,Normal,Suspicious,8,8,Sig_C,Blocked,High,Segment_8,1,8,IDS,Malware
0.11410013125084278,ICMP,Fragmented,Normal,1,0,Sig_B,Allowed,Low,Segment_5,7,2,Firewall,None
0.8079858864341051,UDP,Normal,Suspicious,8,7,Sig_B,Blocked,High,Segment_8,6,9,IDS,Malware
0.0,TCP,Normal,Normal,0,1,Sig_A,Allowed,Low,Segment_2,8,1,Firewall,None
0.0,UDP,Fragmented,Normal,0,0,Sig_C,Allowed,Low,Segment_7,4,0,IDS,None
0.3465019921703709,TCP,Fragmented,Normal,4,6,Sig_A,Allowed,Medium,Segment_5,1,4,IDS,None
0.389497860535491,ICMP,Malformed,Normal,5,4,Sig_A,Allowed,Medium,Segment_4,4,4,Firewall,Phishing
0.5552035304641025,UDP,Malformed,Unusual,5,4,Sig_B,Quarantined,Medium,Segment_10,1,5,IDS,Phishing
0.2078629218392649,TCP,Normal,Normal,2,1,Sig_A,Allowed,Low,Segment_6,4,3,Endpoint,None
0.6003105677810893,TCP,Normal,Unusual,6,6,Sig_A,Quarantined,High,Segment_5,8,7,Firewall,DDoS
0.819922456142894,ICMP,Malformed,Suspicious,8,9,Sig_B,Blocked,High,Segment_6,6,9,Endpoint,Malware
0.9585801272603176,ICMP,Normal,Suspicious,10,8,Sig_C,Blocked,High,Segment_9,6,10,IDS,Malware
0.8499468893307783,UDP,Malformed,Suspicious,9,10,Sig_B,Blocked,High,Segment_1,0,9,IDS,Malware
0.6858157653160923,UDP,Fragmented,Unusual,7,9,Sig_C,Quarantined,High,Segment_1,8,8,Endpoint,DDoS
0.5684049240881907,TCP,Fragmented,Unusual,5,5,Sig_A,Quarantined,Medium,Segment_6,5,4,Firewall,Phishing
0.6415629485753437,UDP,Fragmented,Unusual,7,7,Sig_A,Quarantined,High,Segment_2,6,7,Endpoint,DDoS
0.2686467321595917,ICMP,Normal,Normal,4,3,Sig_B,Allowed,Medium,Segment_8,1,5,IDS,None
0.6739299454090624,UDP,Fragmented,Unusual,7,6,Sig_B,Quarantined,High,Segment_7,0,6,Firewall,DDoS
0.9571349958117592,UDP,Normal,Suspicious,9,10,Sig_B,Blocked,High,Segment_6,10,10,Endpoint,Malware
0.2133727987822823,TCP,Fragmented,Normal,3,3,Sig_A,Allowed,Medium,Segment_4,3,3,Endpoint,None
0.8409858198088564,ICMP,Normal,Suspicious,9,7,Sig_A,Blocked,High,Segment_9,8,9,Firewall,Malware
0.7131773370289084,TCP,Normal,Suspicious,7,8,Sig_C,Blocked,High,Segment_7,8,6,Endpoint,DDoS
1.0,ICMP,Malformed,Suspicious,9,9,Sig_B,Blocked,High,Segment_7,10,9,Firewall,Malware
0.03208941657369023,ICMP,Malformed,Normal,1,0,Sig_A,Allowed,Low,Segment_5,2,0,Firewall,None
0.33015329542660204,TCP,Malformed,Normal,4,2,Sig_C,Allowed,Medium,Segment_1,0,5,Endpoint,None
0.8169349184419593,UDP,Normal,Suspicious,8,9,Sig_B,Blocked,High,Segment_2,1,8,Firewall,Malware
0.36023372199968523,TCP,Malformed,Normal,3,1,Sig_B,Allowed,Medium,Segment_8,8,4,Firewall,None
0.9687950643837144,UDP,Malformed,Suspicious,10,10,Sig_C,Blocked,High,Segment_5,8,10,IDS,Malware
0.41893029219389155,TCP,Malformed,Unusual,5,3,Sig_C,Quarantined,Medium,Segment_2,0,5,IDS,Phishing
0.021687461044317298,TCP,Normal,Normal,0,2,Sig_C,Allowed,Low,Segment_5,8,1,IDS,None
0.8307420698651486,UDP,Normal,Suspicious,8,6,Sig_A,Blocked,High,Segment_8,0,7,Endpoint,Malware
0.08893275632691243,UDP,Malformed,Normal,0,0,Sig_B,Allowed,Low,Segment_4,9,0,Endpoint,None
0.43284735561621396,UDP,Malformed,Unusual,4,2,Sig_B,Quarantined,Medium,Segment_3,3,3,Endpoint,None
0.34140330381861894,TCP,Normal,Normal,3,5,Sig_C,Allowed,Medium,Segment_5,4,3,Endpoint,None
0.18689274280660473,UDP,Normal,Normal,2,0,Sig_A,Allowed,Low,Segment_7,7,3,Firewall,None
0.6220752171084734,UDP,Malformed,Unusual,5,3,Sig_C,Quarantined,Medium,Segment_2,4,6,Firewall,DDoS
0.0800928994705765,UDP,Malformed,Normal,1,0,Sig_A,Allowed,Low,Segment_1,4,2,IDS,None
0.1694038939294115,ICMP,Malformed,Normal,2,4,Sig_B,Allowed,Low,Segment_5,3,3,Firewall,None
0.49047574592593035,UDP,Normal,Unusual,4,2,Sig_B,Quarantined,Medium,Segment_7,8,3,Endpoint,None
0.7262881360552296,UDP,Malformed,Suspicious,8,9,Sig_A,Blocked,High,Segment_8,7,8,Firewall,Malware
0.007629580773604247,UDP,Normal,Normal,1,2,Sig_B,Allowed,Low,Segment_8,8,0,IDS,None
0.9059778462299243,ICMP,Fragmented,Suspicious,9,10,Sig_B,Blocked,High,Segment_10,6,8,Endpoint,Malware
0.6999131738362152,ICMP,Malformed,Unusual,7,6,Sig_C,Quarantined,High,Segment_9,6,7,Firewall,DDoS
0.08860560092246689,UDP,Fragmented,Normal,1,2,Sig_A,Allowed,Low,Segment_1,4,1,IDS,None
1.0,UDP,Normal,Suspicious,10,10,Sig_B,Blocked,High,Segment_7,9,9,Firewall,Malware
0.3545896908855715,UDP,Fragmented,Normal,4,5,Sig_B,Allowed,Medium,Segment_10,0,5,IDS,None
0.6032083562812337,UDP,Malformed,Unusual,6,6,Sig_A,Quarantined,High,Segment_8,5,6,IDS,DDoS
0.6819947023680906,ICMP,Fragmented,Unusual,7,9,Sig_B,Quarantined,High,Segment_6,9,7,IDS,DDoS
0.0,UDP,Fragmented,Normal,0,0,Sig_A,Allowed,Low,Segment_10,5,0,Endpoint,None
0.4969079958019658,ICMP,Fragmented,Unusual,5,5,Sig_A,Quarantined,Medium,Segment_4,9,6,Firewall,Phishing
0.04262979016475514,TCP,Normal,Normal,0,0,Sig_C,Allowed,Low,Segment_7,3,0,Firewall,None
0.20602840602152508,ICMP,Malformed,Normal,1,2,Sig_A,Allowed,Low,Segment_3,1,0,Endpoint,None
0.028970949144948462,TCP,Normal,Normal,0,0,Sig_C,Allowed,Low,Segment_2,0,0,Endpoint,None
0.8744582499299274,ICMP,Fragmented,Suspicious,10,10,Sig_B,Blocked,High,Segment_6,2,10,Firewall,Malware
0.39809299572791756,ICMP,Fragmented,Normal,4,6,Sig_A,Allowed,Medium,Segment_2,10,3,Endpoint,None
0.9024901395451417,ICMP,Normal,Suspicious,9,10,Sig_C,Blocked,High,Segment_6,8,8,Endpoint,Malware
0.8468104504789975,UDP,Normal,Suspicious,8,9,Sig_A,Blocked,High,Segment_10,0,9,Firewall,Malware
0.509240515124487,ICMP,Fragmented,Unusual,5,4,Sig_B,Quarantined,Medium,Segment_3,4,4,IDS,Phishing
1.0,UDP,Malformed,Suspicious,10,10,Sig_C,Blocked,High,Segment_2,9,10,Endpoint,Malware
1.0,ICMP,Normal,Suspicious,10,10,Sig_C,Blocked,High,Segment_8,5,9,Firewall,Malware
0.07793990347489443,ICMP,Fragmented,Normal,0,1,Sig_C,Allowed,Low,Segment_4,8,1,Firewall,None
0.0,TCP,Fragmented,Normal,0,2,Sig_B,Allowed,Low,Segment_4,0,0,Firewall,None
0.1072171733648347,ICMP,Malformed,Normal,1,0,Sig_C,Allowed,Low,Segment_7,4,1,Endpoint,None
0.8413320767694948,UDP,Fragmented,Suspicious,8,6,Sig_B,Blocked,High,Segment_8,0,8,IDS,Malware
0.17139029648532783,TCP,Normal,Normal,2,2,Sig_B,Allowed,Low,Segment_9,1,1,IDS,None
0.0,TCP,Fragmented,Normal,0,0,Sig_A,Allowed,Low,Segment_10,1,1,Firewall,None
0.36853239501566576,ICMP,Fragmented,Normal,4,2,Sig_B,Allowed,Medium,Segment_8,10,5,Endpoint,None
0.5625392191455538,ICMP,Fragmented,Unusual,6,8,Sig_C,Quarantined,High,Segment_4,4,6,Endpoint,Phishing
0.5261280960437663,TCP,Fragmented,Unusual,5,6,Sig_C,Quarantined,Medium,Segment_2,9,5,IDS,Phishing
0.0,UDP,Malformed,Normal,0,1,Sig_B,Allowed,Low,Segment_10,3,0,IDS,None
0.32220149868410464,ICMP,Normal,Normal,4,4,Sig_B,Allowed,Medium,Segment_5,5,5,Endpoint,None
0.49313732461786314,TCP,Fragmented,Unusual,4,5,Sig_A,Quarantined,Medium,Segment_7,4,4,IDS,None
0.4637451639512911,UDP,Normal,Unusual,5,3,Sig_A,Quarantined,Medium,Segment_2,1,4,Firewall,Phishing
0.21000074255858742,ICMP,Malformed,Normal,2,3,Sig_C,Allowed,Low,Segment_4,8,2,IDS,None
0.3255426791050436,TCP,Normal,Normal,4,2,Sig_B,Allowed,Medium,Segment_6,9,4,Endpoint,None
0.6047062133894637,TCP,Malformed,Unusual,6,4,Sig_C,Quarantined,High,Segment_8,7,7,Firewall,DDoS
0.3640496666159298,ICMP,Normal,Normal,4,3,Sig_B,Allowed,Medium,Segment_10,8,3,Endpoint,None
0.3218455250919793,UDP,Normal,Normal,4,4,Sig_C,Allowed,Medium,Segment_6,10,5,IDS,None
0.4668460218782357,UDP,Fragmented,Unusual,4,6,Sig_C,Quarantined,Medium,Segment_6,5,3,IDS,None
0.9591282863530436,TCP,Normal,Suspicious,9,7,Sig_C,Blocked,High,Segment_6,4,8,Firewall,Malware
0.8946322604642992,UDP,Fragmented,Suspicious,9,9,Sig_B,Blocked,High,Segment_4,4,9,Firewall,Malware
0.24997095163389557,TCP,Fragmented,Normal,2,4,Sig_A,Allowed,Low,Segment_3,1,2,Firewall,None
0.09516463438635801,ICMP,Normal,Normal,0,1,Sig_A,Allowed,Low,Segment_1,10,1,Firewall,None
0.4377037966579045,UDP,Fragmented,Unusual,4,4,Sig_B,Quarantined,Medium,Segment_2,3,5,IDS,None
0.8239839869754982,ICMP,Normal,Suspicious,8,8,Sig_A,Blocked,High,Segment_2,1,9,Endpoint,Malware
0.009947484824165477,TCP,Fragmented,Normal,0,0,Sig_C,Allowed,Low,Segment_10,1,0,IDS,None
0.23247486824296199,ICMP,Fragmented,Normal,2,3,Sig_B,Allowed,Low,Segment_7,7,3,IDS,None
0.28180403032551815,UDP,Malformed,Normal,3,4,Sig_B,Allowed,Medium,Segment_6,3,2,Firewall,None
0.0,ICMP,Malformed,Normal,0,0,Sig_A,Allowed,Low,Segment_8,3,0,Firewall,None
0.022544568760625744,UDP,Normal,Normal,0,0,Sig_A,Allowed,Low,Segment_9,6,0,Endpoint,None
0.6763067564920235,UDP,Fragmented,Unusual,7,5,Sig_C,Quarantined,High,Segment_5,3,6,Endpoint,DDoS
0.08171001636032488,UDP,Malformed,Normal,1,2,Sig_B,Allowed,Low,Segment_3,8,0,IDS,None
0.7000093332317486,UDP,Malformed,Suspicious,7,6,Sig_A,Blocked,High,Segment_4,8,7,Endpoint,DDoS
0.6575303775296535,UDP,Malformed,Unusual,6,7,Sig_B,Quarantined,High,Segment_8,2,5,Firewall,DDoS
0.8433668123220176,TCP,Fragmented,Suspicious,9,9,Sig_C,Blocked,High,Segment_3,5,8,Firewall,Malware
0.937958925135263,ICMP,Normal,Suspicious,9,8,Sig_C,Blocked,High,Segment_2,6,9,Firewall,Malware
0.13958982064017353,TCP,Fragmented,Normal,1,3,Sig_C,Allowed,Low,Segment_7,2,1,IDS,None
0.5392906004648405,ICMP,Fragmented,Unusual,5,3,Sig_B,Quarantined,Medium,Segment_4,3,5,Endpoint,Phishing
0.45966268098952556,ICMP,Malformed,Unusual,5,3,Sig_B,Quarantined,Medium,Segment_8,0,6,Firewall,Phishing
0.11536591922445316,ICMP,Fragmented,Normal,2,3,Sig_B,Allowed,Low,Segment_1,10,3,IDS,None
1.0,TCP,Fragmented,Suspicious,10,8,Sig_B,Blocked,High,Segment_8,8,9,IDS,Malware
0.1093769392206981,UDP,Malformed,Normal,1,3,Sig_B,Allowed,Low,Segment_5,6,0,IDS,None
0.05021883173815661,UDP,Malformed,Normal,0,0,Sig_C,Allowed,Low,Segment_2,9,0,Endpoint,None
0.4649731585995231,TCP,Fragmented,Unusual,5,4,Sig_C,Quarantined,Medium,Segment_1,6,4,Endpoint,Phishing
0.4380059188128181,UDP,Malformed,Unusual,4,4,Sig_C,Quarantined,Medium,Segment_6,8,4,Endpoint,None
1.0,ICMP,Normal,Suspicious,10,9,Sig_A,Blocked,High,Segment_9,5,10,IDS,Malware
0.7952345139475325,UDP,Normal,Suspicious,8,9,Sig_C,Blocked,High,Segment_9,7,8,IDS,Malware
0.020846475163240827,UDP,Normal,Normal,0,2,Sig_B,Allowed,Low,Segment_9,4,1,Endpoint,None
0.6190983228762047,UDP,Normal,Unusual,6,6,Sig_C,Quarantined,High,Segment_4,7,6,Firewall,DDoS
0.3589265235485175,ICMP,Normal,Normal,4,5,Sig_A,Allowed,Medium,Segment_6,9,3,Endpoint,None
0.4265548301142304,UDP,Malformed,Unusual,4,5,Sig_A,Quarantined,Medium,Segment_10,0,5,IDS,None
0.18112491704505068,UDP,Malformed,Normal,1,2,Sig_A,Allowed,Low,Segment_6,2,0,IDS,None
1.0,UDP,Normal,Suspicious,10,8,Sig_A,Blocked,High,Segment_5,3,10,IDS,Malware
0.12695375306741713,TCP,Normal,Normal,2,3,Sig_A,Allowed,Low,Segment_2,10,3,IDS,None
0.5656386734542995,TCP,Normal,Unusual,6,4,Sig_B,Quarantined,High,Segment_7,8,5,IDS,Phishing
0.4110285275574186,UDP,Malformed,Unusual,5,4,Sig_C,Quarantined,Medium,Segment_1,7,4,IDS,Phishing
0.16451305645230324,TCP,Malformed,Normal,1,0,Sig_B,Allowed,Low,Segment_6,7,0,Endpoint,None
0.5382052648164047,TCP,Fragmented,Unusual,5,6,Sig_B,Quarantined,Medium,Segment_5,1,5,IDS,Phishing
0.07493153641660909,ICMP,Fragmented,Normal,1,3,Sig_A,Allowed,Low,Segment_5,6,2,IDS,None
0.029097003901553176,TCP,Fragmented,Normal,1,3,Sig_C,Allowed,Low,Segment_8,2,2,IDS,None
0.05833525208787549,TCP,Fragmented,Normal,1,0,Sig_C,Allowed,Low,Segment_9,5,2,IDS,None
0.9680861517151427,UDP,Malformed,Suspicious,10,10,Sig_C,Blocked,High,Segment_7,3,9,IDS,Malware
0.20547037995100292,ICMP,Malformed,Normal,2,0,Sig_A,Allowed,Low,Segment_10,5,3,Firewall,None
0.10378796715991899,ICMP,Malformed,Normal,1,3,Sig_B,Allowed,Low,Segment_8,3,2,Endpoint,None
0.3670715987686851,ICMP,Malformed,Normal,3,3,Sig_C,Allowed,Medium,Segment_2,2,2,Endpoint,None
0.7653622571150979,TCP,Normal,Suspicious,8,9,Sig_B,Blocked,High,Segment_2,1,7,Firewall,Malware
0.4245906072823036,UDP,Fragmented,Unusual,5,6,Sig_C,Quarantined,Medium,Segment_8,3,6,Firewall,Phishing
0.0,ICMP,Malformed,Normal,0,0,Sig_C,Allowed,Low,Segment_6,9,0,IDS,None
0.6988487572776749,ICMP,Malformed,Unusual,7,9,Sig_C,Quarantined,High,Segment_8,1,6,Endpoint,DDoS
0.5635660966527104,TCP,Fragmented,Unusual,6,6,Sig_C,Quarantined,High,Segment_9,6,6,Endpoint,Phishing
0.8853995727243488,ICMP,Malformed,Suspicious,9,8,Sig_A,Blocked,High,Segment_9,0,9,Firewall,Malware
0.1772983209840278,UDP,Normal,Normal,2,0,Sig_A,Allowed,Low,Segment_6,10,2,Endpoint,None
0.04951192268525914,ICMP,Malformed,Normal,0,0,Sig_B,Allowed,Low,Segment_8,0,0,Endpoint,None
0.3706517156453839,UDP,Fragmented,Normal,4,6,Sig_A,Allowed,Medium,Segment_2,4,3,IDS,None
0.2811328961526095,UDP,Normal,Normal,3,3,Sig_C,Allowed,Medium,Segment_8,6,4,IDS,None
0.9358641790579388,UDP,Normal,Suspicious,9,10,Sig_B,Blocked,High,Segment_3,0,10,IDS,Malware
0.6717509044483961,TCP,Fragmented,Unusual,7,8,Sig_B,Quarantined,High,Segment_1,3,6,Endpoint,DDoS
0.02116061872285089,TCP,Fragmented,Normal,0,1,Sig_B,Allowed,Low,Segment_7,4,0,Endpoint,None
0.9165742631010879,UDP,Normal,Suspicious,9,8,Sig_C,Blocked,High,Segment_1,1,9,IDS,Malware
0.007088292948053975,UDP,Malformed,Normal,0,0,Sig_C,Allowed,Low,Segment_1,6,0,IDS,None
0.2432801808646755,ICMP,Fragmented,Normal,3,4,Sig_B,Allowed,Medium,Segment_1,3,2,Endpoint,None
0.7614887112260968,ICMP,Normal,Suspicious,7,9,Sig_A,Blocked,High,Segment_4,7,8,Endpoint,DDoS
0.5110341898291557,ICMP,Fragmented,Unusual,4,3,Sig_C,Quarantined,Medium,Segment_4,0,4,Firewall,None
0.10044140691336974,TCP,Malformed,Normal,1,0,Sig_C,Allowed,Low,Segment_10,9,0,IDS,None
0.44768225633148123,ICMP,Malformed,Unusual,5,3,Sig_A,Quarantined,Medium,Segment_6,0,4,IDS,Phishing
0.40145513541625116,UDP,Normal,Unusual,4,2,Sig_B,Quarantined,Medium,Segment_10,0,3,IDS,None
0.14949300702929996,UDP,Malformed,Normal,1,3,Sig_A,Allowed,Low,Segment_3,3,1,Endpoint,None
0.9692406162142196,TCP,Malformed,Suspicious,10,9,Sig_C,Blocked,High,Segment_10,0,9,Endpoint,Malware
0.9935550407940905,TCP,Malformed,Suspicious,10,9,Sig_B,Blocked,High,Segment_6,4,10,Firewall,Malware
1.0,ICMP,Fragmented,Suspicious,10,10,Sig_B,Blocked,High,Segment_7,5,9,Firewall,Malware
0.26015239261029627,TCP,Normal,Normal,2,4,Sig_A,Allowed,Low,Segment_1,6,2,IDS,None
0.8387711866544688,UDP,Normal,Suspicious,8,10,Sig_C,Blocked,High,Segment_6,7,9,Firewall,Malware
0.6408433984766131,UDP,Normal,Unusual,6,6,Sig_C,Quarantined,High,Segment_10,7,7,Endpoint,DDoS
0.5786865721661787,TCP,Malformed,Unusual,6,6,Sig_B,Quarantined,High,Segment_1,1,5,Firewall,Phishing
1.0,UDP,Fragmented,Suspicious,10,8,Sig_C,Blocked,High,Segment_7,3,9,Firewall,Malware
0.46390183364374354,TCP,Normal,Unusual,5,7,Sig_B,Quarantined,Medium,Segment_10,6,6,Endpoint,Phishing
0.7422763049942606,UDP,Fragmented,Suspicious,7,9,Sig_B,Blocked,High,Segment_5,8,6,IDS,DDoS
0.35756098203928066,ICMP,Normal,Normal,3,3,Sig_B,Allowed,Medium,Segment_10,8,3,IDS,None
0.7276681784386311,TCP,Malformed,Suspicious,7,8,Sig_C,Blocked,High,Segment_4,10,8,Firewall,DDoS
0.28162947066025923,TCP,Normal,Normal,3,4,Sig_A,Allowed,Medium,Segment_1,2,2,Endpoint,None
0.6898136435979201,TCP,Normal,Unusual,7,5,Sig_B,Quarantined,High,Segment_9,6,8,Endpoint,DDoS
0.8903258105331006,UDP,Malformed,Suspicious,8,9,Sig_A,Blocked,High,Segment_7,3,7,Firewall,Malware
0.1824644777688252,ICMP,Malformed,Normal,2,3,Sig_A,Allowed,Low,Segment_2,8,1,IDS,None
0.25249970837252844,TCP,Normal,Normal,2,3,Sig_A,Allowed,Low,Segment_4,6,2,IDS,None
1.0,UDP,Fragmented,Suspicious,10,9,Sig_A,Blocked,High,Segment_4,5,9,IDS,Malware
0.08329317757700787,TCP,Malformed,Normal,1,0,Sig_A,Allowed,Low,Segment_8,8,0,Endpoint,None
0.8327675486265288,UDP,Normal,Suspicious,9,9,Sig_B,Blocked,High,Segment_2,6,8,Endpoint,Malware
0.21058001902942536,ICMP,Malformed,Normal,2,3,Sig_C,Allowed,Low,Segment_5,10,2,Endpoint,None
0.20455504333030614,UDP,Fragmented,Normal,2,1,Sig_A,Allowed,Low,Segment_10,7,1,IDS,None
0.4903267335729667,UDP,Normal,Unusual,4,5,Sig_C,Quarantined,Medium,Segment_8,10,3,Firewall,None
0.3569903652288751,TCP,Normal,Normal,4,3,Sig_C,Allowed,Medium,Segment_6,4,3,Endpoint,None
0.21473842957738923,UDP,Fragmented,Normal,1,0,Sig_B,Allowed,Low,Segment_4,3,2,Endpoint,None
0.9189405264748297,TCP,Fragmented,Suspicious,9,10,Sig_A,Blocked,High,Segment_5,0,9,Firewall,Malware
0.5188914610611078,UDP,Normal,Unusual,5,4,Sig_C,Quarantined,Medium,Segment_2,7,6,IDS,Phishing
0.37034639327838853,ICMP,Fragmented,Normal,4,6,Sig_C,Allowed,Medium,Segment_5,5,4,Endpoint,None
0.5157353153777234,UDP,Fragmented,Unusual,5,7,Sig_A,Quarantined,Medium,Segment_3,3,5,IDS,Phishing
0.023652546411660643,TCP,Normal,Normal,0,0,Sig_B,Allowed,Low,Segment_3,2,1,Endpoint,None
0.4468663645910439,UDP,Malformed,Unusual,4,5,Sig_B,Quarantined,Medium,Segment_7,4,4,Endpoint,None
0.7510838896204028,UDP,Fragmented,Suspicious,8,9,Sig_A,Blocked,High,Segment_3,3,8,Firewall,Malware
0.970339042789402,ICMP,Malformed,Suspicious,9,7,Sig_C,Blocked,High,Segment_4,10,10,Firewall,Malware
0.11807077618859899,TCP,Malformed,Normal,1,0,Sig_B,Allowed,Low,Segment_7,10,0,Firewall,None
0.030411444765365604,ICMP,Malformed,Normal,0,0,Sig_B,Allowed,Low,Segment_3,6,0,Firewall,None
0.888952886924762,UDP,Fragmented,Suspicious,9,7,Sig_C,Blocked,High,Segment_10,5,10,IDS,Malware
